	EF1	EF2	EH1	EH2
Cluster-61463.0	9	8	4	9
Cluster-61464.0	1206	1131	1786	1453
Cluster-61465.0	11	13	20	7
Cluster-61466.0	45	48	58	64
Cluster-61467.0	9	14	13	15
Cluster-61468.0	33	29	21	28
Cluster-61469.0	7	4	2	2
Cluster-61470.0	7	19	8	32
Cluster-61471.0	30	45	26	24
Cluster-61472.0	72	69	104	79
Cluster-61473.0	8	12	6	6
Cluster-61474.0	2	9	15	8
Cluster-61474.1	1	0	7	5
Cluster-61475.0	14	15	17	33
Cluster-61476.0	51	49	61	46
Cluster-61477.0	56	45	75	63
Cluster-61478.0	8	9	11	16
Cluster-61479.0	3	2	10	4
Cluster-61480.0	3423	3724	3606	3584
Cluster-61480.1	153	157	222	165
Cluster-61481.0	7	9	13	14
Cluster-61482.0	36	31	43	47
Cluster-61483.0	10	9	10	9
Cluster-61483.1	23	17	33	16
Cluster-61484.0	13	14	26	25
Cluster-61485.0	11	10	13	11
Cluster-61486.0	24	20	50	41
Cluster-61487.0	12	9	12	17
Cluster-61488.0	125	135	195	168
Cluster-61489.0	5	2	2	2
Cluster-61490.0	16	6	10	23
Cluster-61491.0	103	91	111	84
Cluster-61492.0	6	10	15	12
Cluster-61493.0	4	5	6	3
Cluster-61494.0	66	79	145	133
Cluster-61495.0	22	20	33	28
Cluster-61496.0	87	64	140	107
Cluster-61497.0	14	9	31	19
Cluster-61498.0	271	294	267	280
Cluster-61499.0	14	16	30	18
Cluster-61499.1	15	14	33	26
Cluster-61500.0	6	1	2	5
Cluster-61501.0	10	16	5	9
Cluster-61502.0	10	11	9	4
Cluster-61503.0	4	7	7	7
Cluster-61503.1	8	10	8	4
Cluster-61504.0	32	42	51	43
Cluster-61505.0	18	41	58	60
Cluster-61506.0	56	37	20	20
Cluster-61507.0	60	64	44	58
Cluster-61508.0	43	39	65	52
Cluster-61508.1	155	123	218	158
Cluster-61508.2	264	202	334	221
Cluster-61508.3	54	40	58	44
Cluster-61509.0	112	151	143	152
Cluster-61510.0	4	3	11	9
Cluster-61511.0	34	21	34	40
Cluster-61512.0	20	9	27	32
Cluster-61513.0	45	39	57	40
Cluster-61514.0	9	3	3	1
Cluster-61515.0	6	2	2	4
Cluster-61516.0	472	452	504	451
Cluster-61517.0	20	7	19	12
Cluster-61518.0	33	35	30	35
Cluster-61519.0	3	3	6	3
Cluster-61520.0	14	14	6	14
Cluster-61521.0	28	24	56	47
Cluster-61522.0	44	34	25	30
Cluster-61523.0	13	7	12	7
Cluster-61524.0	111	150	218	190
Cluster-61525.0	25	21	13	5
Cluster-61526.0	4	3	6	4
Cluster-61527.0	9	7	31	12
Cluster-61528.0	50	47	136	92
Cluster-61529.0	2	2	4	3
Cluster-61530.0	4	4	2	2
Cluster-61531.0	30	26	39	41
Cluster-61532.0	7	5	10	14
Cluster-61533.0	45	35	50	50
Cluster-61534.0	6	3	5	4
Cluster-61535.0	23	10	20	22
Cluster-61536.0	5	4	1	3
Cluster-61537.0	205	218	229	234
Cluster-61538.0	26	26	28	23
Cluster-61539.0	16	22	16	19
Cluster-61540.0	106	145	54	74
Cluster-61541.0	22	18	19	31
Cluster-61542.0	18	20	31	20
Cluster-61543.0	95	181	174	142
Cluster-61544.0	14	7	15	19
Cluster-61545.0	142	117	73	74
Cluster-61546.0	45	53	57	63
Cluster-61547.0	6	2	2	4
Cluster-61548.0	142	97	185	172
Cluster-61549.0	3	7	8	4
Cluster-61550.0	1	1	7	5
Cluster-61551.0	21	11	10	12
Cluster-61552.0	79	117	131	105
Cluster-61553.0	15	6	21	17
Cluster-61554.0	7	1	1	5
Cluster-61555.0	152	158	283	229
Cluster-61556.0	6	5	18	11
Cluster-61557.0	13	9	15	16
Cluster-61558.0	6	2	3	6
Cluster-61559.0	139	129	114	101
Cluster-61560.0	69	80	106	97
Cluster-61561.0	5	14	3	3
Cluster-61562.0	4	4	7	1
Cluster-61563.0	11	7	19	22
Cluster-61564.0	4	4	5	11
Cluster-61565.0	12	9	18	14
Cluster-61566.0	45	55	56	51
Cluster-61567.0	20	25	36	28
Cluster-61568.0	49	45	78	74
Cluster-61569.0	112	106	154	133
Cluster-61570.0	3	2	8	1
Cluster-61571.0	23	14	20	23
Cluster-61572.0	8	4	23	19
Cluster-61573.0	7	3	9	8
Cluster-61574.0	11	9	11	2
Cluster-61575.0	30	40	40	53
Cluster-61576.0	32	31	33	26
Cluster-61577.0	4	6	12	7
Cluster-61578.0	10	4	10	10
Cluster-61579.0	105	74	126	85
Cluster-61580.0	11	11	16	11
Cluster-61581.0	2677	2606	3485	3149
Cluster-61582.0	16	15	14	12
Cluster-61583.0	16	29	17	23
Cluster-61584.0	32	61	16	33
Cluster-61585.0	38	53	25	27
Cluster-61586.0	68	75	93	84
Cluster-61587.0	18	26	32	37
Cluster-61588.0	23	13	28	19
Cluster-61589.0	22	27	36	31
Cluster-61590.0	5	2	5	5
Cluster-61591.0	83	100	123	135
Cluster-61592.0	18	19	23	24
Cluster-61593.0	7	4	6	7
Cluster-61594.0	6	7	6	7
Cluster-61595.0	12	6	10	9
Cluster-61596.0	68	44	113	95
Cluster-61597.0	4	5	10	10
Cluster-61598.0	10	11	12	16
Cluster-61599.0	8	3	7	15
Cluster-61600.0	6	1	2	6
Cluster-61601.0	6	4	2	1
Cluster-61602.0	7	2	3	3
Cluster-61603.0	19	6	17	12
Cluster-61604.0	13	17	24	16
Cluster-61605.0	59	89	71	93
Cluster-61606.0	26	36	39	23
Cluster-61607.0	5	5	5	6
Cluster-61608.0	130	160	75	129
Cluster-61609.0	6	7	9	9
Cluster-61610.0	24	14	28	29
Cluster-61611.0	124	125	137	143
Cluster-61612.0	388	314	501	435
Cluster-61613.0	13	7	14	17
Cluster-61614.0	2	2	4	14
Cluster-61615.0	11	12	6	6
Cluster-61616.0	11	7	20	11
Cluster-61617.0	10	12	19	15
Cluster-61618.0	5	6	5	7
Cluster-61619.0	52	70	782	805
Cluster-61620.0	11	12	6	10
Cluster-61621.0	25	16	38	37
Cluster-61622.0	4	4	10	13
Cluster-61623.0	8	9	12	5
Cluster-61624.0	67	57	85	88
Cluster-61625.0	6	3	7	3
Cluster-61626.0	5	3	14	2
Cluster-61627.0	2	5	7	4
Cluster-61628.0	433	461	611	535
Cluster-61628.1	21	15	32	16
Cluster-61629.0	24	20	42	33
Cluster-61630.0	4	1	3	6
Cluster-61631.0	54	66	53	67
Cluster-61632.0	2	3	4	4
Cluster-61633.0	115	129	128	112
Cluster-61634.0	23	24	33	31
Cluster-61635.0	6	6	4	2
Cluster-61636.0	6	3	1	2
Cluster-61637.0	6	2	8	17
Cluster-61638.0	4	7	2	3
Cluster-61639.0	12	26	26	23
Cluster-61640.0	22	13	19	27
Cluster-61640.1	23	44	40	36
Cluster-61641.0	5	7	15	14
Cluster-61642.0	8	12	22	28
Cluster-61643.0	5	1	7	4
Cluster-61644.0	7	0	5	2
Cluster-61644.1	2	3	3	8
Cluster-61645.0	7	12	11	13
Cluster-61646.0	14	16	8	19
Cluster-61647.0	6	6	2	5
Cluster-61648.0	26	17	44	21
Cluster-61649.0	34	33	60	62
Cluster-61650.0	384	441	474	422
Cluster-61650.1	4	6	2	2
Cluster-61651.0	2	4	6	1
Cluster-61652.0	16	6	9	8
Cluster-61653.0	21	15	43	45
Cluster-61654.0	12	9	5	5
Cluster-61655.0	7	4	2	6
Cluster-61656.0	3	6	3	6
Cluster-61657.0	13	14	19	11
Cluster-61658.0	27	15	25	21
Cluster-61659.0	5	3	1	2
Cluster-61660.0	23	37	29	37
Cluster-61660.1	136	142	138	158
Cluster-61661.0	7	7	8	15
Cluster-61662.0	31	22	29	44
Cluster-61663.0	5	4	11	5
Cluster-61664.0	62	96	97	113
Cluster-61664.1	26	5	31	8
Cluster-61665.0	38	59	86	86
Cluster-61666.0	2	1	8	4
Cluster-61667.0	15	18	15	25
Cluster-61668.0	36	46	44	44
Cluster-61669.0	8	1	6	3
Cluster-61670.0	107	85	186	135
Cluster-61671.0	7	6	9	9
Cluster-61672.0	21	20	11	16
Cluster-61673.0	14	7	21	21
Cluster-61674.0	6	2	7	8
Cluster-61675.0	35	29	33	28
Cluster-61676.0	6	4	7	4
Cluster-61677.0	22	11	27	19
Cluster-61678.0	16	14	33	25
Cluster-61679.0	13	3	28	16
Cluster-61680.0	9	8	16	14
Cluster-61681.0	5	1	3	4
Cluster-61682.0	18	27	28	26
Cluster-61683.0	3	0	4	8
Cluster-61684.0	1	4	1	5
Cluster-61685.0	53	51	111	93
Cluster-61686.0	22	19	41	27
Cluster-61687.0	9	4	9	15
Cluster-61688.0	1	5	3	3
Cluster-61688.1	35	30	42	40
Cluster-61689.0	6	4	9	6
Cluster-61690.0	18	35	25	33
Cluster-61691.0	14	11	24	17
Cluster-61692.0	9	11	3	12
Cluster-61693.0	297	320	405	349
Cluster-61694.0	10	7	30	13
Cluster-61695.0	2	3	10	4
Cluster-61695.1	831	765	1076	1111
Cluster-61696.0	17	24	9	18
Cluster-61697.0	120	118	140	122
Cluster-61698.0	16	18	14	21
Cluster-61699.0	8	3	16	8
Cluster-61700.0	24	16	25	23
Cluster-61701.0	2	2	6	7
Cluster-61702.0	4	2	5	4
Cluster-61703.0	26	35	32	38
Cluster-61704.0	15	7	20	13
Cluster-61705.0	23	17	31	19
Cluster-61706.0	4	1	5	5
Cluster-61707.0	10	4	6	6
Cluster-61708.0	22	27	24	17
Cluster-61709.0	12	12	22	21
Cluster-61710.0	5	1	4	5
Cluster-61711.0	6	2	7	5
Cluster-61712.0	27	41	33	36
Cluster-61713.0	14	10	10	10
Cluster-61714.0	153	171	135	149
Cluster-61715.0	56	67	39	40
Cluster-61716.0	56	47	42	41
Cluster-61717.0	8	2	7	12
Cluster-61718.0	8	6	24	10
Cluster-61719.0	5	4	8	5
Cluster-61720.0	39	26	86	74
Cluster-61721.0	39	31	37	30
Cluster-61722.0	42	63	39	52
Cluster-61723.0	3	0	5	4
Cluster-61724.0	19	19	48	38
Cluster-61725.0	272	261	309	322
Cluster-61726.0	9	1	6	5
Cluster-61727.0	6	1	13	3
Cluster-61728.0	8	8	7	4
Cluster-61729.0	12	9	23	20
Cluster-61730.0	21	14	40	26
Cluster-61731.0	4	3	5	1
Cluster-61732.0	15	12	17	7
Cluster-61733.0	34	47	14	17
Cluster-61734.0	3	4	8	3
Cluster-61734.1	7	3	5	4
Cluster-61735.0	11	8	23	17
Cluster-61736.0	43	35	53	25
Cluster-61737.0	53	38	71	26
Cluster-61738.0	8	3	9	9
Cluster-61739.0	14	26	7	10
Cluster-61740.0	5	2	13	1
Cluster-61741.0	5	3	1	3
Cluster-61742.0	20	26	30	34
Cluster-61743.0	6	9	9	12
Cluster-61743.1	55	76	80	85
Cluster-61744.0	16	18	9	13
Cluster-61744.1	16	12	38	30
Cluster-61745.0	98	95	86	113
Cluster-61746.0	2	7	12	11
Cluster-61747.0	37	28	53	31
Cluster-61748.0	22	29	38	31
Cluster-61749.0	8	1	5	6
Cluster-61750.0	16	4	21	7
Cluster-61751.0	155	133	270	216
Cluster-61752.0	3	2	3	3
Cluster-61753.0	7	2	22	8
Cluster-61754.0	8	4	15	8
Cluster-61755.0	9	5	14	18
Cluster-61756.0	14	11	19	17
Cluster-61757.0	27	20	49	45
Cluster-61758.0	30	20	34	35
Cluster-61759.0	3	7	4	2
Cluster-61760.0	5	5	5	10
Cluster-61761.0	71	52	3	0
Cluster-61762.0	8	8	6	5
Cluster-61763.0	49	50	64	62
Cluster-61764.0	10	5	8	15
Cluster-61765.0	10	14	9	8
Cluster-61766.0	14	11	27	17
Cluster-61767.0	81	102	102	87
Cluster-61768.0	7	8	2	3
Cluster-61769.0	3	3	4	1
Cluster-61770.0	3	2	8	4
Cluster-61771.0	4	2	6	8
Cluster-61772.0	8	5	11	4
Cluster-61773.0	13	12	13	11
Cluster-61774.0	43	37	52	53
Cluster-61775.0	99	141	126	129
Cluster-61775.1	484	457	496	452
Cluster-61776.0	20	9	29	31
Cluster-61777.0	56	60	113	78
Cluster-61778.0	12	13	20	23
Cluster-61779.0	15	19	30	30
Cluster-61780.0	54	68	88	81
Cluster-61781.0	79	61	69	69
Cluster-61782.0	27	22	27	28
Cluster-61783.0	72	67	135	117
Cluster-61784.0	3	0	4	5
Cluster-61785.0	16	5	23	15
Cluster-61786.0	7	5	7	8
Cluster-61787.0	18	6	35	9
Cluster-61788.0	97	104	62	88
Cluster-61789.0	8	2	13	10
Cluster-61790.0	4	1	3	3
Cluster-61791.0	5	2	8	7
Cluster-61792.0	15	4	9	6
Cluster-61793.0	5	3	0	5
Cluster-61794.0	5	4	7	2
Cluster-61795.0	28	27	40	28
Cluster-61796.0	11	8	23	15
Cluster-61797.0	46	37	59	55
Cluster-61798.0	289	255	137	132
Cluster-61798.1	42	21	16	22
Cluster-61799.0	21	15	30	22
Cluster-61800.0	23	47	22	68
Cluster-61800.1	59	57	76	82
Cluster-61801.0	5	14	13	18
Cluster-61802.0	36	38	62	38
Cluster-61803.0	18	19	34	29
Cluster-61804.0	3	0	12	3
Cluster-61805.0	5	5	4	4
Cluster-61806.0	22	16	32	22
Cluster-61807.0	270	296	257	246
Cluster-61808.0	28	55	38	46
Cluster-61809.0	8	9	19	13
Cluster-61810.0	82	69	57	60
Cluster-61811.0	2	2	5	2
Cluster-61811.1	8	2	8	9
Cluster-61812.0	4	0	6	5
Cluster-61813.0	24	7	24	24
Cluster-61814.0	8	4	16	14
Cluster-61815.0	3	3	5	2
Cluster-61816.0	87	94	54	65
Cluster-61817.0	17	28	29	44
Cluster-61818.0	46	45	33	22
Cluster-61818.1	15	12	5	1
Cluster-61819.0	4	4	7	1
Cluster-61820.0	4	1	3	3
Cluster-61821.0	12	16	12	15
Cluster-61821.1	10	11	11	3
Cluster-61822.0	13	9	18	9
Cluster-61823.0	7	4	0	0
Cluster-61824.0	28	26	57	49
Cluster-61825.0	3	5	1	4
Cluster-61826.0	27	29	31	19
Cluster-61827.0	12	8	20	16
Cluster-61828.0	8	2	9	11
Cluster-61829.0	20	10	17	18
Cluster-61830.0	4	11	5	4
Cluster-61831.0	6	3	7	4
Cluster-61832.0	21	10	18	22
Cluster-61833.0	9	9	14	15
Cluster-61834.0	12	9	35	20
Cluster-61835.0	176	242	408	276
Cluster-61836.0	3	6	6	9
Cluster-61836.1	25	26	14	17
Cluster-61837.0	40	37	42	45
Cluster-61838.0	66	73	92	81
Cluster-61839.0	1	2	5	5
Cluster-61839.1	857	925	978	895
Cluster-61840.0	42	29	37	49
Cluster-61841.0	3	4	17	8
Cluster-61841.1	14	12	19	13
Cluster-61842.0	9	12	11	10
Cluster-61843.0	21	33	19	32
Cluster-61844.0	10	6	6	5
Cluster-61845.0	47	47	96	74
Cluster-61846.0	9	13	9	14
Cluster-61847.0	48	42	45	54
Cluster-61848.0	126	139	109	112
Cluster-61849.0	23	29	42	47
Cluster-61850.0	37	32	19	23
Cluster-61851.0	4	4	2	3
Cluster-61852.0	22	13	49	23
Cluster-61853.0	18	24	30	39
Cluster-61854.0	404	400	557	540
Cluster-61854.1	28	39	51	49
Cluster-61855.0	69	62	86	73
Cluster-61856.0	10	4	13	9
Cluster-61857.0	449	378	498	421
Cluster-61858.0	20	10	23	15
Cluster-61859.0	16	18	8	13
Cluster-61860.0	43	53	73	62
Cluster-61861.0	35	21	63	51
Cluster-61862.0	31	26	45	34
Cluster-61863.0	11	2	12	10
Cluster-61864.0	13	8	14	20
Cluster-61865.0	22	18	35	33
Cluster-61866.0	7	4	6	5
Cluster-61867.0	62	68	79	80
Cluster-61868.0	76	53	89	66
Cluster-61869.0	52	55	68	62
Cluster-61870.0	8	5	9	4
Cluster-61871.0	51	68	83	78
Cluster-61872.0	7	6	2	4
Cluster-61873.0	45	36	69	46
Cluster-61874.0	111	119	113	132
Cluster-61875.0	70	88	70	62
Cluster-61876.0	50	46	72	58
Cluster-61877.0	88	60	123	108
Cluster-61878.0	4	4	8	5
Cluster-61879.0	19	26	45	28
Cluster-61880.0	67	59	95	62
Cluster-61881.0	3	2	6	6
Cluster-61882.0	14	14	11	10
Cluster-61883.0	6	1	5	9
Cluster-61884.0	2	3	3	5
Cluster-61885.0	7	4	3	9
Cluster-61886.0	15	11	3	5
Cluster-61887.0	11	15	25	22
Cluster-61888.0	9	3	9	11
Cluster-61889.0	8	3	8	6
Cluster-61890.0	4	5	4	2
Cluster-61891.0	10	12	2	2
Cluster-61892.0	833	617	1065	1172
Cluster-61893.0	74	74	60	69
Cluster-61893.1	44	49	49	43
Cluster-61894.0	61	81	78	72
Cluster-61895.0	4	2	3	4
Cluster-61896.0	5	3	8	3
Cluster-61897.0	1	3	4	3
Cluster-61898.0	2	1	3	2
Cluster-61898.1	46	52	63	61
Cluster-61899.0	5	4	5	8
Cluster-61900.0	31	23	23	17
Cluster-61901.0	13	11	13	8
Cluster-61902.0	15	12	20	21
Cluster-61903.0	7	5	15	6
Cluster-61904.0	20	14	30	26
Cluster-61905.0	12	10	26	12
Cluster-61906.0	25	27	31	32
Cluster-61907.0	19	15	21	10
Cluster-61908.0	52	43	43	48
Cluster-61909.0	29	29	59	54
Cluster-61910.0	19	8	19	10
Cluster-61911.0	47	57	107	112
Cluster-61912.0	18	17	21	26
Cluster-61913.0	7	7	14	11
Cluster-61914.0	3	2	5	2
Cluster-61915.0	25	26	24	16
Cluster-61915.1	5	4	10	6
Cluster-61916.0	7	2	16	4
Cluster-61917.0	38	31	63	63
Cluster-61918.0	4	1	6	0
Cluster-61919.0	17	13	19	22
Cluster-61920.0	25	30	23	23
Cluster-61921.0	5	3	3	0
Cluster-61922.0	79	96	68	73
Cluster-61923.0	22	24	46	26
Cluster-61924.0	38	25	47	44
Cluster-61925.0	16	17	30	30
Cluster-61926.0	14	21	18	16
Cluster-61927.0	4	6	2	4
Cluster-61928.0	13	13	25	16
Cluster-61929.0	60	51	94	75
Cluster-61930.0	14	30	61	43
Cluster-61931.0	48	58	30	21
Cluster-61932.0	547	549	637	659
Cluster-61933.0	36	40	39	60
Cluster-61934.0	16	11	27	31
Cluster-61935.0	21	31	20	21
Cluster-61936.0	23	40	195	42
Cluster-61937.0	9	21	16	16
Cluster-61938.0	23	21	27	26
Cluster-61939.0	6	3	5	3
Cluster-61940.0	9	7	12	8
Cluster-61941.0	10	25	30	19
Cluster-61942.0	2	3	4	2
Cluster-61943.0	19	7	50	36
Cluster-61944.0	21	11	29	11
Cluster-61945.0	29	37	34	34
Cluster-61946.0	13	11	22	28
Cluster-61947.0	8	10	10	15
Cluster-61948.0	10	10	10	7
Cluster-61949.0	8	5	7	6
Cluster-61950.0	9	18	2	6
Cluster-61951.0	13	11	28	19
Cluster-61952.0	18	9	20	11
Cluster-61953.0	39	71	60	49
Cluster-61954.0	36	29	36	32
Cluster-61955.0	16	11	9	5
Cluster-61956.0	30	36	45	43
Cluster-61957.0	20	11	15	16
Cluster-61958.0	19	12	14	13
Cluster-61959.0	7	6	4	7
Cluster-61960.0	23	22	34	22
Cluster-61961.0	15	17	21	12
Cluster-61962.0	17	17	26	14
Cluster-61963.0	17	15	47	41
Cluster-61964.0	4	5	9	6
Cluster-61965.0	13	15	19	20
Cluster-61966.0	14	10	12	7
Cluster-61967.0	40	63	59	52
Cluster-61968.0	6	6	1	6
Cluster-61969.0	10	11	5	1
Cluster-61970.0	158	193	261	254
Cluster-61971.0	28	22	27	34
Cluster-61972.0	11	8	13	10
Cluster-61973.0	35	26	74	58
Cluster-61974.0	12	8	11	11
Cluster-61975.0	41	44	59	59
Cluster-61976.0	7	8	16	12
Cluster-61977.0	17	23	29	32
Cluster-61978.0	43	23	28	45
Cluster-61979.0	25	27	32	38
Cluster-61980.0	4	4	3	1
Cluster-61981.0	36	24	32	22
Cluster-61982.0	69	63	86	96
Cluster-61983.0	4	4	6	1
Cluster-61984.0	9	8	14	17
Cluster-61985.0	6	2	5	1
Cluster-61986.0	11	7	9	7
Cluster-61987.0	20	31	61	51
Cluster-61988.0	24	14	46	14
Cluster-61989.0	13	12	15	14
Cluster-61989.1	15	5	18	8
Cluster-61990.0	2	5	11	9
Cluster-61991.0	19	23	40	33
Cluster-61992.0	7	5	19	23
Cluster-61993.0	11	8	4	7
Cluster-61994.0	85	92	108	114
Cluster-61995.0	71	40	92	107
Cluster-61996.0	659	792	807	860
Cluster-61997.0	6	16	10	6
Cluster-61998.0	8	13	9	14
Cluster-61999.0	9	7	10	6
Cluster-61999.1	2	3	8	3
Cluster-62000.0	4	3	2	5
Cluster-62001.0	20	18	36	12
Cluster-62002.0	8	9	7	8
Cluster-62003.0	9	2	3	1
Cluster-62004.0	47	68	17	36
Cluster-62005.0	20	15	12	30
Cluster-62006.0	7	4	3	9
Cluster-62007.0	41	51	43	49
Cluster-62008.0	11	4	10	5
Cluster-62009.0	25	33	51	45
Cluster-62010.0	49	69	50	71
Cluster-62011.0	56	88	53	49
Cluster-62012.0	4	1	4	5
Cluster-62013.0	13	11	3	6
Cluster-62014.0	6	8	9	9
Cluster-62015.0	4	2	5	1
Cluster-62016.0	7	3	4	9
Cluster-62017.0	11	22	13	26
Cluster-62018.0	4	4	2	4
Cluster-62019.0	39	56	38	37
Cluster-62020.0	7	12	11	9
Cluster-62021.0	19	15	24	16
Cluster-62022.0	15	22	20	23
Cluster-62023.0	13	4	10	12
Cluster-62024.0	14	6	22	15
Cluster-62025.0	9	3	12	3
Cluster-62026.0	100	66	59	97
Cluster-62027.0	10	12	7	13
Cluster-62028.0	20	13	21	18
Cluster-62029.0	6	5	3	3
Cluster-62030.0	8	7	6	10
Cluster-62031.0	6	6	9	3
Cluster-62032.0	5	3	11	6
Cluster-62033.0	69	94	82	81
Cluster-62034.0	38	38	65	62
Cluster-62035.0	110	116	145	139
Cluster-62036.0	10	6	18	19
Cluster-62037.0	12	6	28	22
Cluster-62038.0	11	3	5	8
Cluster-62039.0	6	4	15	22
Cluster-62040.0	27	26	29	21
Cluster-62041.0	48	59	69	72
Cluster-62042.0	58	91	40	31
Cluster-62043.0	4	5	16	5
Cluster-62044.0	15	16	29	18
Cluster-62045.0	235	338	322	347
Cluster-62046.0	5	3	6	6
Cluster-62047.0	67	64	64	55
Cluster-62048.0	10	8	8	10
Cluster-62049.0	6	3	4	6
Cluster-62050.0	36	33	21	32
Cluster-62051.0	3	3	7	2
Cluster-62052.0	34	5	19	12
Cluster-62053.0	6	5	5	4
Cluster-62054.0	4	6	11	9
Cluster-62055.0	3	2	7	3
Cluster-62056.0	15	7	8	19
Cluster-62057.0	31	37	36	16
Cluster-62058.0	5	5	3	7
Cluster-62059.0	18	13	14	9
Cluster-62060.0	26	17	37	27
Cluster-62061.0	8	3	13	13
Cluster-62062.0	5	4	5	5
Cluster-62063.0	3	3	7	4
Cluster-62064.0	43	31	104	69
Cluster-62065.0	59	60	52	63
Cluster-62066.0	260	285	277	330
Cluster-62067.0	31	30	43	45
Cluster-62068.0	4	1	6	6
Cluster-62068.1	4	4	4	8
Cluster-62069.0	10	3	9	8
Cluster-62070.0	287	321	376	293
Cluster-62071.0	9	9	6	9
Cluster-62072.0	17	15	11	18
Cluster-62073.0	39	30	44	53
Cluster-62074.0	235	260	297	288
Cluster-62075.0	51	32	81	72
Cluster-62076.0	16	15	23	22
Cluster-62077.0	42	17	64	68
Cluster-62078.0	5	4	7	10
Cluster-62079.0	10	8	15	9
Cluster-62080.0	17	8	20	15
Cluster-62081.0	29	28	38	34
Cluster-62082.0	50	55	75	72
Cluster-62083.0	23	23	31	29
Cluster-62084.0	31	22	39	24
Cluster-62085.0	12	12	26	23
Cluster-62086.0	16	15	5	4
Cluster-62087.0	12	4	26	25
Cluster-62088.0	13	17	16	12
Cluster-62089.0	7	2	14	14
Cluster-62090.0	13	8	14	14
Cluster-62090.1	108	104	165	160
Cluster-62091.0	5	4	2	1
Cluster-62092.0	13	10	18	18
Cluster-62093.0	83	104	38	39
Cluster-62094.0	166	226	237	179
Cluster-62095.0	9	13	25	15
Cluster-62096.0	203	200	218	189
Cluster-62097.0	9	6	14	6
Cluster-62098.0	2	3	2	8
Cluster-62099.0	44	29	63	69
Cluster-62100.0	13	15	28	18
Cluster-62101.0	9	5	9	11
Cluster-62102.0	7	5	15	10
Cluster-62103.0	52	46	121	90
Cluster-62104.0	22	40	45	47
Cluster-62105.0	3	2	8	10
Cluster-62105.1	6	4	11	8
Cluster-62106.0	82	80	69	59
Cluster-62107.0	27	22	32	34
Cluster-62108.0	154	220	164	174
Cluster-62109.0	4	3	7	5
Cluster-62110.0	39	50	21	51
Cluster-62111.0	181	178	138	172
Cluster-62112.0	10	9	12	4
Cluster-62113.0	53	28	39	17
Cluster-62114.0	5	6	4	2
Cluster-62115.0	76	67	72	75
Cluster-62116.0	7	8	8	1
Cluster-62117.0	28	19	76	65
Cluster-62118.0	5	1	9	5
Cluster-62119.0	221	262	245	224
Cluster-62120.0	6	0	1	4
Cluster-62121.0	38	40	59	56
Cluster-62122.0	10	7	21	26
Cluster-62123.0	13	6	5	8
Cluster-62124.0	4	2	6	11
Cluster-62125.0	67	70	117	117
Cluster-62125.1	61	57	83	78
Cluster-62126.0	23	13	29	21
Cluster-62127.0	6	3	2	3
Cluster-62128.0	3	3	5	5
Cluster-62129.0	160	175	157	211
Cluster-62130.0	3	3	4	7
Cluster-62131.0	6	5	19	11
Cluster-62132.0	76	106	129	121
Cluster-62133.0	100	95	95	84
Cluster-62134.0	30	21	43	30
Cluster-62135.0	2	3	2	6
Cluster-62136.0	32	31	27	32
Cluster-62137.0	41	41	64	49
Cluster-62138.0	22	11	24	25
Cluster-62139.0	17	18	45	28
Cluster-62140.0	16	4	10	5
Cluster-62140.1	138	111	143	66
Cluster-62141.0	11	7	25	17
Cluster-62142.0	6	3	6	7
Cluster-62143.0	14	17	29	24
Cluster-62144.0	6	3	16	6
Cluster-62145.0	17	22	39	27
Cluster-62146.0	27	60	25	26
Cluster-62147.0	7	3	8	5
Cluster-62148.0	7	10	8	14
Cluster-62149.0	3	3	5	0
Cluster-62150.0	474	587	560	589
Cluster-62151.0	43	46	75	62
Cluster-62152.0	22	16	15	18
Cluster-62153.0	16	13	27	24
Cluster-62154.0	9	10	17	13
Cluster-62155.0	15	12	32	22
Cluster-62156.0	4	0	6	4
Cluster-62157.0	39	31	68	44
Cluster-62158.0	81	101	82	81
Cluster-62159.0	1066	1098	1022	1102
Cluster-62159.1	337	329	392	355
Cluster-62160.0	13	7	16	14
Cluster-62161.0	2	3	8	3
Cluster-62162.0	7	4	10	8
Cluster-62162.1	6	1	13	11
Cluster-62163.0	23	24	40	42
Cluster-62164.0	4	6	2	12
Cluster-62165.0	5	2	4	2
Cluster-62166.0	5	4	10	4
Cluster-62167.0	24	13	21	24
Cluster-62168.0	3	2	6	4
Cluster-62169.0	74	107	119	127
Cluster-62170.0	8	6	13	17
Cluster-62171.0	24	33	17	14
Cluster-62172.0	22	18	69	39
Cluster-62173.0	26	9	19	26
Cluster-62174.0	13	7	11	19
Cluster-62175.0	12	9	10	10
Cluster-62176.0	49	69	88	77
Cluster-62177.0	6	6	7	6
Cluster-62178.0	39	67	30	45
Cluster-62179.0	156	251	124	134
Cluster-62180.0	4	5	8	4
Cluster-62181.0	8	4	8	13
Cluster-62182.0	3	1	7	4
Cluster-62183.0	16	12	27	22
Cluster-62184.0	5	2	13	16
Cluster-62185.0	15	4	10	10
Cluster-62186.0	367	393	378	377
Cluster-62187.0	38	40	42	59
Cluster-62188.0	5	1	3	2
Cluster-62189.0	2	1	14	13
Cluster-62190.0	6	3	6	6
Cluster-62191.0	69	65	82	57
Cluster-62192.0	15	26	27	20
Cluster-62193.0	4	10	5	5
Cluster-62194.0	3	5	4	6
Cluster-62195.0	78	73	84	55
Cluster-62196.0	11	3	6	4
