	EF1	EF2	EH1	EH2
Cluster-790.0	0	4	6	2
Cluster-791.0	25	34	51	33
Cluster-792.0	0	3	4	4
Cluster-793.0	0	2	7	2
Cluster-794.0	0	3	5	3
Cluster-795.0	0	1	6	8
Cluster-796.0	0	4	6	4
Cluster-797.0	0	3	6	5
Cluster-798.0	0	1	8	2
Cluster-799.0	0	2	8	1
Cluster-800.0	0	1	7	5
Cluster-801.0	0	3	5	3
Cluster-802.0	0	1	8	2
Cluster-803.0	0	3	5	3
Cluster-804.0	0	3	6	7
Cluster-805.0	0	5	7	3
Cluster-806.0	0	2	4	8
Cluster-807.0	0	4	8	2
Cluster-808.0	0	1	4	9
Cluster-809.0	0	4	4	4
Cluster-810.0	0	2	5	4
Cluster-811.0	7	11	30	20
Cluster-812.0	0	1	8	6
Cluster-813.0	0	4	6	4
Cluster-814.0	0	4	0	10
Cluster-815.0	0	1	10	16
Cluster-816.0	0	4	5	4
Cluster-817.0	0	3	3	5
Cluster-818.0	0	6	4	4
Cluster-819.0	0	3	4	6
Cluster-820.0	0	1	5	5
Cluster-821.0	0	4	6	3
Cluster-822.0	0	3	6	5
Cluster-823.0	0	3	3	5
Cluster-824.0	0	1	8	5
Cluster-825.0	0	2	2	7
Cluster-826.0	1	5	6	6
Cluster-827.0	0	2	4	5
Cluster-828.0	0	2	8	1
Cluster-829.0	0	0	5	5
Cluster-829.1	0	5	8	9
Cluster-830.0	0	4	5	3
Cluster-831.0	0	5	4	5
Cluster-832.0	0	2	23	9
Cluster-833.0	0	5	4	3
Cluster-833.1	4	5	10	1
Cluster-834.0	0	3	7	7
Cluster-835.0	0	4	5	3
Cluster-836.0	4	7	9	12
Cluster-837.0	0	3	3	7
Cluster-838.0	0	2	6	3
Cluster-839.0	0	3	3	7
Cluster-840.0	1	3	6	5
Cluster-841.0	0	1	7	4
Cluster-842.0	0	4	7	1
Cluster-843.0	0	1	5	6
Cluster-844.0	0	1	7	7
Cluster-845.0	0	5	6	5
Cluster-846.0	0	1	7	5
Cluster-847.0	0	1	10	3
Cluster-848.0	0	1	8	5
Cluster-849.0	0	3	6	5
Cluster-850.0	0	4	6	1
Cluster-851.0	0	2	6	5
Cluster-852.0	0	2	5	4
Cluster-853.0	0	3	5	3
Cluster-854.0	0	3	9	4
Cluster-855.0	0	2	9	1
Cluster-856.0	0	1	3	7
Cluster-857.0	0	3	6	3
Cluster-858.0	0	0	4	4
Cluster-858.1	3	2	6	4
Cluster-859.0	0	4	9	18
Cluster-860.0	0	1	6	4
Cluster-861.0	0	2	4	5
Cluster-862.0	0	3	10	7
Cluster-863.0	0	2	5	4
Cluster-864.0	0	4	11	3
Cluster-865.0	5	7	11	7
Cluster-866.0	0	1	6	4
Cluster-867.0	0	3	6	2
Cluster-868.0	3	2	5	5
Cluster-869.0	0	3	5	6
Cluster-870.0	0	3	2	7
Cluster-871.0	10	10	39	33
Cluster-871.1	25	11	29	21
Cluster-872.0	0	5	3	3
Cluster-873.0	0	2	3	6
Cluster-874.0	0	1	6	7
Cluster-875.0	0	2	7	4
Cluster-876.0	0	6	3	3
Cluster-877.0	0	2	5	4
Cluster-878.0	0	4	4	3
Cluster-879.0	0	5	2	6
Cluster-880.0	0	1	5	9
Cluster-881.0	0	1	6	4
Cluster-882.0	0	2	5	8
Cluster-883.0	0	3	7	8
Cluster-884.0	0	4	4	4
Cluster-885.0	0	1	5	5
Cluster-886.0	0	2	4	5
Cluster-887.0	0	2	6	4
Cluster-888.0	0	4	12	4
Cluster-889.0	0	5	9	6
Cluster-890.0	0	3	4	5
Cluster-891.0	0	3	5	3
Cluster-892.0	0	3	7	5
Cluster-893.0	0	4	3	5
Cluster-894.0	0	3	5	4
Cluster-895.0	0	2	5	7
Cluster-896.0	3	5	19	6
Cluster-897.0	0	1	6	4
Cluster-898.0	0	1	9	2
Cluster-899.0	0	4	7	6
Cluster-900.0	5	8	6	7
Cluster-901.0	0	1	5	5
Cluster-902.0	0	3	5	4
Cluster-903.0	0	2	12	7
Cluster-904.0	0	1	8	5
Cluster-905.0	15	10	41	40
Cluster-906.0	0	6	8	8
Cluster-907.0	0	6	4	8
Cluster-908.0	0	2	5	4
Cluster-909.0	0	2	9	3
Cluster-910.0	0	2	4	5
Cluster-911.0	0	3	6	2
Cluster-912.0	0	6	4	3
Cluster-913.0	0	3	2	8
Cluster-914.0	0	4	13	4
Cluster-915.0	6	9	22	11
Cluster-916.0	0	3	9	2
Cluster-917.0	0	2	2	9
Cluster-918.0	0	2	7	5
Cluster-919.0	0	7	5	2
Cluster-920.0	18	18	8	14
Cluster-921.0	0	3	4	3
Cluster-921.1	6	3	5	6
Cluster-921.2	1	5	6	5
Cluster-922.0	0	4	11	7
Cluster-923.0	0	5	4	2
Cluster-924.0	0	1	8	3
Cluster-925.0	0	2	11	2
Cluster-926.0	0	2	3	6
Cluster-927.0	0	6	1	4
Cluster-928.0	0	3	3	5
Cluster-929.0	0	1	6	4
Cluster-930.0	0	4	9	7
Cluster-931.0	0	2	6	4
Cluster-932.0	0	3	5	4
Cluster-933.0	1	1	7	9
Cluster-934.0	0	4	12	12
Cluster-935.0	0	1	8	4
Cluster-936.0	0	2	6	3
Cluster-937.0	0	2	4	6
Cluster-938.0	0	4	2	5
Cluster-939.0	0	2	6	7
Cluster-940.0	0	6	4	1
Cluster-941.0	0	5	5	6
Cluster-942.0	0	2	3	6
Cluster-943.0	0	4	7	4
Cluster-944.0	2	3	11	5
Cluster-945.0	0	2	4	5
Cluster-946.0	0	4	11	1
Cluster-947.0	0	2	1	8
Cluster-948.0	0	2	10	3
Cluster-949.0	0	3	14	9
Cluster-950.0	0	4	6	7
Cluster-951.0	0	1	6	5
Cluster-952.0	0	1	5	6
Cluster-953.0	0	4	6	6
Cluster-954.0	5	6	13	16
Cluster-955.0	0	4	0	7
Cluster-956.0	0	4	5	4
Cluster-957.0	0	6	5	10
Cluster-958.0	0	6	6	3
Cluster-959.0	0	3	9	9
Cluster-960.0	0	3	5	7
Cluster-960.1	2	2	4	2
Cluster-961.0	0	2	0	9
Cluster-962.0	0	3	5	3
Cluster-963.0	0	5	2	4
Cluster-964.0	0	5	1	6
Cluster-965.0	1	6	6	9
Cluster-966.0	0	1	7	3
Cluster-967.0	0	4	7	8
Cluster-968.0	0	2	5	5
Cluster-969.0	0	3	5	3
Cluster-970.0	0	1	3	7
Cluster-971.0	0	2	7	5
Cluster-972.0	0	2	5	4
Cluster-973.0	0	1	7	5
Cluster-974.0	0	1	6	9
Cluster-974.1	4	3	13	15
Cluster-975.0	0	7	7	6
Cluster-976.0	0	4	4	6
Cluster-977.0	0	1	4	7
Cluster-978.0	0	6	2	7
Cluster-979.0	0	2	9	16
Cluster-980.0	0	3	3	9
Cluster-981.0	10	7	18	8
Cluster-982.0	0	2	1	11
Cluster-983.0	0	3	7	4
Cluster-984.0	0	1	7	5
Cluster-984.1	3	2	2	4
Cluster-984.2	12	7	53	30
Cluster-985.0	0	3	7	2
Cluster-986.0	0	4	2	5
Cluster-987.0	0	3	3	5
Cluster-988.0	0	1	7	5
Cluster-989.0	0	3	6	3
Cluster-990.0	0	2	5	8
Cluster-991.0	0	3	2	6
Cluster-992.0	0	2	6	6
Cluster-993.0	3	3	8	7
Cluster-994.0	0	2	5	8
Cluster-995.0	0	5	6	3
Cluster-996.0	2	5	10	8
Cluster-997.0	0	5	4	2
Cluster-998.0	0	2	7	4
Cluster-999.0	0	2	12	14
Cluster-1000.0	0	1	7	4
Cluster-1001.0	24	24	26	29
Cluster-1002.0	10	14	22	23
Cluster-1003.0	0	4	7	7
Cluster-1004.0	0	1	4	6
Cluster-1005.0	3	7	10	9
Cluster-1006.0	0	4	6	9
Cluster-1007.0	0	1	7	3
Cluster-1008.0	0	6	11	2
Cluster-1009.0	0	4	8	6
Cluster-1010.0	946	831	1122	990
Cluster-1011.0	41	43	64	53
Cluster-1012.0	0	5	3	5
Cluster-1013.0	0	4	0	9
Cluster-1014.0	0	1	5	5
Cluster-1015.0	0	3	2	6
Cluster-1016.0	82	74	251	172
Cluster-1017.0	0	5	5	6
Cluster-1018.0	0	5	2	4
Cluster-1019.0	0	2	10	7
Cluster-1020.0	0	2	7	2
Cluster-1021.0	0	4	4	6
Cluster-1022.0	0	3	6	3
Cluster-1023.0	0	1	5	5
Cluster-1024.0	0	1	4	8
Cluster-1025.0	0	1	5	5
Cluster-1026.0	0	2	12	8
Cluster-1027.0	0	3	8	2
Cluster-1028.0	0	2	5	6
Cluster-1029.0	0	5	3	3
Cluster-1029.1	19	37	23	25
Cluster-1030.0	0	3	4	2
Cluster-1030.1	1	0	5	4
Cluster-1031.0	0	1	10	10
Cluster-1032.0	0	3	10	3
Cluster-1033.0	0	2	2	8
Cluster-1034.0	0	2	5	4
Cluster-1035.0	7	7	35	55
Cluster-1036.0	0	4	7	4
Cluster-1037.0	5	12	7	10
Cluster-1038.0	0	3	9	8
Cluster-1039.0	0	1	7	4
Cluster-1040.0	0	3	9	2
Cluster-1041.0	0	3	3	5
Cluster-1042.0	0	4	6	3
Cluster-1043.0	0	3	6	8
Cluster-1044.0	0	5	6	3
Cluster-1045.0	0	4	3	4
Cluster-1046.0	0	1	7	3
Cluster-1047.0	0	2	14	12
Cluster-1048.0	0	3	5	5
Cluster-1049.0	0	2	5	4
Cluster-1050.0	0	4	10	3
Cluster-1051.0	0	3	5	6
Cluster-1052.0	16	12	52	33
Cluster-1053.0	0	3	6	3
Cluster-1054.0	0	4	5	2
Cluster-1055.0	0	5	8	7
Cluster-1056.0	0	3	4	7
Cluster-1057.0	0	4	5	3
Cluster-1058.0	0	3	6	3
Cluster-1059.0	0	3	3	9
Cluster-1060.0	0	3	6	3
Cluster-1061.0	6	14	16	10
Cluster-1062.0	3	7	6	7
Cluster-1063.0	0	6	5	5
Cluster-1064.0	0	1	12	6
Cluster-1065.0	0	2	6	4
Cluster-1066.0	0	3	2	8
Cluster-1067.0	0	5	11	6
Cluster-1068.0	0	2	4	5
Cluster-1069.0	0	1	5	5
Cluster-1070.0	0	2	3	6
Cluster-1071.0	0	5	4	7
Cluster-1072.0	0	2	5	5
Cluster-1073.0	0	3	6	2
Cluster-1074.0	0	3	3	5
Cluster-1075.0	0	2	12	7
Cluster-1076.0	0	2	8	2
Cluster-1077.0	1	5	4	6
Cluster-1078.0	0	2	8	2
Cluster-1079.0	0	3	11	6
Cluster-1080.0	0	2	2	10
Cluster-1081.0	0	1	8	10
Cluster-1082.0	0	4	4	3
Cluster-1083.0	0	9	3	7
Cluster-1084.0	0	1	3	7
Cluster-1085.0	0	3	7	3
Cluster-1086.0	0	4	5	2
Cluster-1087.0	0	4	10	18
Cluster-1088.0	0	6	7	9
Cluster-1089.0	0	2	7	5
Cluster-1090.0	0	2	7	4
Cluster-1091.0	0	1	3	7
Cluster-1092.0	0	1	5	7
Cluster-1093.0	11	21	21	24
Cluster-1094.0	0	2	9	2
Cluster-1095.0	0	2	3	6
Cluster-1096.0	1	2	7	4
Cluster-1097.0	2	6	16	4
Cluster-1098.0	0	1	7	5
Cluster-1099.0	0	2	6	3
Cluster-1100.0	0	4	5	2
Cluster-1101.0	0	1	10	1
Cluster-1102.0	2	7	6	5
Cluster-1103.0	0	5	4	3
Cluster-1104.0	0	3	5	4
Cluster-1105.0	0	4	6	4
Cluster-1106.0	0	3	5	7
Cluster-1107.0	0	4	10	2
Cluster-1108.0	0	4	5	3
Cluster-1109.0	0	5	2	5
Cluster-1110.0	0	1	10	9
Cluster-1111.0	0	4	6	3
Cluster-1112.0	0	3	4	4
Cluster-1113.0	0	4	6	5
Cluster-1114.0	0	3	7	5
Cluster-1115.0	0	3	8	2
Cluster-1116.0	0	3	7	14
Cluster-1117.0	0	2	3	9
Cluster-1118.0	0	8	7	3
Cluster-1119.0	0	3	10	6
Cluster-1120.0	0	3	6	7
Cluster-1121.0	0	1	16	4
Cluster-1122.0	0	19	0	4
Cluster-1123.0	0	2	4	5
Cluster-1124.0	0	3	3	7
Cluster-1125.0	0	6	5	4
Cluster-1126.0	13	13	23	31
Cluster-1127.0	0	4	7	4
Cluster-1128.0	0	4	6	4
Cluster-1129.0	0	3	4	4
Cluster-1130.0	9	10	15	16
Cluster-1131.0	0	4	6	2
Cluster-1132.0	0	5	0	6
Cluster-1133.0	0	3	3	8
Cluster-1134.0	0	2	9	1
Cluster-1135.0	0	3	5	3
Cluster-1136.0	0	1	8	4
Cluster-1137.0	0	3	4	7
Cluster-1138.0	0	5	11	10
Cluster-1139.0	0	2	1	8
Cluster-1140.0	18	19	44	37
Cluster-1141.0	0	3	3	6
Cluster-1142.0	0	4	9	7
Cluster-1143.0	0	4	5	2
Cluster-1144.0	0	5	4	6
Cluster-1145.0	0	3	10	5
Cluster-1146.0	2	4	7	7
Cluster-1147.0	0	3	12	8
Cluster-1148.0	0	2	3	11
Cluster-1149.0	0	1	6	5
Cluster-1150.0	0	4	3	5
Cluster-1151.0	0	5	5	2
Cluster-1152.0	0	2	6	3
Cluster-1153.0	6	13	22	24
Cluster-1154.0	0	3	5	4
Cluster-1155.0	0	2	13	9
Cluster-1156.0	0	5	3	4
Cluster-1157.0	0	5	6	3
Cluster-1158.0	0	2	8	1
Cluster-1159.0	0	3	15	7
Cluster-1160.0	0	5	0	6
Cluster-1161.0	0	4	6	5
Cluster-1162.0	0	4	6	2
Cluster-1163.0	0	3	19	14
Cluster-1163.1	5	10	39	24
Cluster-1164.0	0	6	5	11
Cluster-1165.0	0	3	7	9
Cluster-1166.0	0	4	5	3
Cluster-1167.0	0	5	8	6
Cluster-1168.0	0	2	10	3
Cluster-1169.0	0	5	9	9
Cluster-1170.0	0	4	4	7
Cluster-1171.0	0	4	5	3
Cluster-1172.0	0	1	8	5
Cluster-1173.0	0	3	4	6
Cluster-1174.0	0	2	4	8
Cluster-1175.0	0	2	8	1
Cluster-1176.0	0	5	3	6
Cluster-1177.0	0	2	4	10
Cluster-1178.0	0	4	5	3
Cluster-1179.0	0	5	0	9
Cluster-1180.0	0	4	3	4
Cluster-1181.0	0	2	2	9
Cluster-1182.0	0	4	12	8
Cluster-1183.0	0	1	6	11
Cluster-1184.0	0	3	8	12
Cluster-1185.0	0	5	4	3
Cluster-1186.0	0	2	7	2
Cluster-1187.0	0	2	7	3
Cluster-1188.0	0	2	7	5
Cluster-1189.0	0	3	5	8
Cluster-1190.0	0	1	6	5
Cluster-1191.0	0	2	15	6
Cluster-1192.0	0	3	3	5
Cluster-1193.0	0	2	3	6
Cluster-1194.0	0	1	7	5
Cluster-1195.0	0	10	6	2
Cluster-1196.0	0	5	5	3
Cluster-1197.0	0	7	6	5
Cluster-1198.0	0	2	4	6
Cluster-1199.0	0	3	3	5
Cluster-1200.0	0	3	4	5
Cluster-1201.0	0	6	2	3
Cluster-1202.0	0	4	5	5
Cluster-1203.0	0	4	4	3
Cluster-1204.0	0	2	6	5
Cluster-1205.0	0	5	4	9
Cluster-1206.0	0	9	3	1
Cluster-1207.0	0	3	8	1
Cluster-1208.0	0	3	6	3
Cluster-1209.0	0	1	6	5
Cluster-1210.0	0	2	7	5
Cluster-1211.0	0	14	1	16
Cluster-1212.0	23	24	48	47
Cluster-1213.0	0	2	8	2
Cluster-1214.0	8	11	9	15
Cluster-1214.1	7	14	17	10
Cluster-1215.0	0	4	6	3
Cluster-1216.0	0	4	7	4
Cluster-1217.0	0	1	8	4
Cluster-1218.0	0	5	1	5
Cluster-1219.0	0	2	8	1
Cluster-1220.0	0	3	2	8
Cluster-1221.0	0	3	7	4
Cluster-1222.0	6	5	8	7
Cluster-1222.1	4	15	11	12
Cluster-1223.0	0	5	11	8
Cluster-1224.0	0	3	3	5
Cluster-1225.0	0	5	4	3
Cluster-1226.0	0	3	6	2
Cluster-1226.1	1	4	3	4
Cluster-1227.0	0	2	14	9
Cluster-1228.0	0	4	6	5
Cluster-1229.0	0	2	6	3
Cluster-1230.0	0	1	5	5
Cluster-1231.0	0	2	3	6
Cluster-1232.0	0	4	10	2
Cluster-1233.0	0	4	5	5
Cluster-1234.0	0	2	9	6
Cluster-1235.0	0	2	9	5
Cluster-1236.0	2	6	12	3
Cluster-1237.0	1	4	7	2
Cluster-1238.0	0	3	4	6
Cluster-1239.0	0	5	3	3
Cluster-1240.0	0	2	8	6
Cluster-1241.0	0	5	5	2
Cluster-1242.0	0	2	5	8
Cluster-1243.0	0	2	5	4
Cluster-1244.0	0	3	8	1
Cluster-1245.0	0	3	5	3
Cluster-1246.0	0	2	5	6
Cluster-1247.0	0	4	10	1
Cluster-1248.0	0	4	8	4
Cluster-1249.0	0	2	8	6
Cluster-1250.0	0	3	5	5
Cluster-1251.0	0	6	5	3
Cluster-1252.0	0	3	7	7
Cluster-1253.0	0	23	0	0
Cluster-1254.0	0	4	4	3
Cluster-1255.0	0	8	4	2
Cluster-1256.0	0	3	11	5
Cluster-1257.0	0	7	8	8
Cluster-1258.0	0	8	0	3
Cluster-1259.0	0	4	9	9
Cluster-1260.0	0	3	5	9
Cluster-1261.0	0	6	15	16
Cluster-1262.0	0	1	5	7
Cluster-1263.0	0	3	9	7
Cluster-1264.0	0	4	5	3
Cluster-1265.0	0	2	3	8
Cluster-1266.0	17	14	15	30
Cluster-1267.0	1	9	35	22
Cluster-1268.0	0	2	15	8
Cluster-1269.0	0	1	13	3
Cluster-1270.0	0	3	11	2
Cluster-1271.0	0	2	7	2
Cluster-1272.0	3	3	8	8
Cluster-1273.0	0	6	2	3
Cluster-1273.1	0	0	5	5
Cluster-1273.2	1	4	5	3
Cluster-1274.0	0	7	7	8
Cluster-1275.0	0	3	3	4
Cluster-1275.1	9	5	24	10
Cluster-1276.0	0	3	7	10
Cluster-1277.0	0	2	6	3
Cluster-1278.0	0	1	7	4
Cluster-1279.0	0	3	7	4
Cluster-1280.0	7	9	9	6
Cluster-1281.0	0	3	4	5
Cluster-1282.0	0	2	5	4
Cluster-1283.0	0	4	9	5
Cluster-1284.0	2	4	7	6
Cluster-1285.0	0	3	11	6
Cluster-1286.0	0	6	4	2
Cluster-1287.0	0	2	7	2
Cluster-1288.0	0	1	4	6
Cluster-1289.0	0	3	5	3
Cluster-1290.0	0	4	5	2
Cluster-1291.0	0	5	7	10
Cluster-1292.0	0	2	5	4
Cluster-1293.0	0	5	3	8
Cluster-1294.0	0	1	4	6
Cluster-1295.0	0	1	9	4
Cluster-1296.0	0	6	3	2
Cluster-1297.0	0	3	8	6
Cluster-1298.0	26	14	45	36
Cluster-1299.0	0	8	1	5
Cluster-1300.0	0	4	6	4
Cluster-1301.0	0	2	9	0
Cluster-1302.0	0	4	7	5
Cluster-1303.0	0	5	4	4
Cluster-1304.0	0	5	3	3
Cluster-1305.0	0	3	5	4
Cluster-1306.0	0	3	4	4
Cluster-1307.0	0	6	35	16
Cluster-1308.0	4	4	9	20
Cluster-1309.0	0	1	13	16
Cluster-1310.0	0	2	13	6
Cluster-1311.0	0	2	5	5
Cluster-1312.0	0	7	3	4
Cluster-1313.0	0	5	4	2
Cluster-1314.0	0	2	8	11
Cluster-1315.0	7	17	23	29
Cluster-1316.0	0	2	6	5
Cluster-1317.0	0	3	5	3
Cluster-1318.0	0	4	11	4
Cluster-1319.0	4	7	33	29
Cluster-1320.0	0	5	4	6
Cluster-1321.0	0	5	5	6
Cluster-1322.0	0	1	8	3
Cluster-1322.1	3	4	7	6
Cluster-1323.0	0	4	7	4
Cluster-1324.0	7	8	19	16
Cluster-1325.0	0	6	2	3
Cluster-1326.0	0	4	5	3
Cluster-1327.0	0	2	7	3
Cluster-1328.0	0	3	7	5
Cluster-1329.0	0	2	6	4
Cluster-1330.0	0	4	5	2
Cluster-1331.0	0	7	8	6
Cluster-1332.0	0	3	7	2
Cluster-1333.0	0	4	6	4
Cluster-1334.0	0	3	10	8
Cluster-1335.0	0	4	7	3
Cluster-1336.0	0	1	6	4
Cluster-1337.0	0	1	8	3
Cluster-1338.0	0	3	5	6
Cluster-1339.0	0	1	4	6
Cluster-1340.0	0	2	6	6
Cluster-1341.0	0	4	6	2
Cluster-1342.0	0	8	11	1
Cluster-1343.0	0	3	4	4
Cluster-1344.0	0	8	1	3
Cluster-1345.0	0	3	3	5
Cluster-1346.0	0	3	5	6
Cluster-1347.0	0	4	7	2
Cluster-1348.0	3	9	11	5
Cluster-1349.0	0	5	3	4
Cluster-1350.0	0	4	9	4
Cluster-1351.0	0	1	6	4
Cluster-1352.0	0	2	6	3
Cluster-1353.0	0	5	8	4
Cluster-1354.0	0	4	2	5
Cluster-1355.0	0	2	4	6
Cluster-1356.0	5	8	8	10
Cluster-1357.0	0	5	5	6
Cluster-1358.0	0	8	7	3
Cluster-1359.0	0	3	8	4
Cluster-1360.0	0	2	12	3
Cluster-1361.0	0	8	5	6
Cluster-1362.0	0	4	4	3
Cluster-1363.0	0	7	11	11
Cluster-1364.0	0	4	4	4
Cluster-1365.0	1	4	12	3
Cluster-1366.0	0	2	4	7
Cluster-1367.0	0	4	4	3
Cluster-1368.0	0	1	6	6
Cluster-1369.0	0	3	8	1
Cluster-1370.0	0	3	3	5
Cluster-1371.0	0	5	2	7
Cluster-1372.0	0	3	7	2
Cluster-1373.0	0	3	7	9
Cluster-1374.0	0	2	9	2
Cluster-1375.0	0	2	6	3
Cluster-1376.0	4	12	21	13
Cluster-1377.0	0	3	7	5
Cluster-1378.0	0	3	5	5
Cluster-1379.0	0	3	12	5
Cluster-1380.0	0	4	9	9
Cluster-1381.0	0	4	13	13
Cluster-1382.0	0	7	10	6
Cluster-1383.0	0	2	5	4
Cluster-1384.0	0	1	5	8
Cluster-1385.0	0	3	4	7
Cluster-1386.0	0	7	10	3
Cluster-1387.0	0	2	5	5
Cluster-1388.0	0	7	3	2
Cluster-1389.0	0	5	7	5
Cluster-1390.0	0	3	5	3
Cluster-1391.0	0	5	3	5
Cluster-1392.0	1	6	4	6
Cluster-1393.0	0	3	9	0
Cluster-1394.0	0	2	5	6
Cluster-1395.0	0	6	9	8
Cluster-1396.0	0	3	6	2
Cluster-1397.0	0	3	5	3
Cluster-1398.0	0	5	4	3
Cluster-1399.0	0	4	5	2
Cluster-1400.0	0	3	7	7
Cluster-1401.0	0	4	3	7
Cluster-1402.0	0	3	6	4
Cluster-1403.0	0	2	5	4
Cluster-1404.0	0	6	6	3
Cluster-1405.0	0	2	4	5
Cluster-1406.0	0	4	8	5
Cluster-1407.0	0	6	1	8
Cluster-1408.0	1	1	11	8
Cluster-1409.0	0	5	6	2
Cluster-1410.0	0	3	4	4
Cluster-1411.0	0	4	2	5
Cluster-1412.0	0	5	6	3
Cluster-1413.0	2	8	11	23
Cluster-1414.0	0	2	3	6
Cluster-1415.0	0	1	6	8
Cluster-1416.0	0	1	6	7
Cluster-1417.0	0	1	6	4
Cluster-1418.0	0	4	6	3
Cluster-1419.0	3	0	5	1
Cluster-1419.1	0	1	7	9
Cluster-1420.0	0	9	7	5
Cluster-1421.0	0	2	6	3
Cluster-1422.0	0	2	5	4
Cluster-1423.0	0	3	4	4
Cluster-1424.0	0	5	4	3
Cluster-1425.0	0	7	13	6
Cluster-1426.0	0	3	4	5
Cluster-1427.0	0	5	2	4
Cluster-1428.0	0	6	6	3
Cluster-1429.0	0	4	5	5
Cluster-1430.0	0	4	3	4
Cluster-1431.0	0	3	8	2
Cluster-1432.0	0	4	11	5
Cluster-1433.0	16	13	18	19
Cluster-1434.0	0	2	8	6
Cluster-1435.0	0	5	4	4
Cluster-1436.0	3	3	9	9
Cluster-1437.0	0	4	2	5
Cluster-1438.0	0	6	11	4
Cluster-1438.1	9	3	7	3
Cluster-1439.0	0	3	7	9
Cluster-1440.0	0	2	6	4
Cluster-1441.0	0	2	15	9
Cluster-1442.0	0	2	4	7
Cluster-1443.0	1	4	5	3
Cluster-1444.0	0	3	9	4
Cluster-1445.0	0	7	2	2
Cluster-1446.0	0	4	4	3
Cluster-1447.0	0	1	8	6
Cluster-1448.0	0	9	1	11
Cluster-1449.0	0	2	13	6
Cluster-1450.0	0	11	0	0
Cluster-1451.0	0	2	7	5
Cluster-1452.0	0	5	2	4
Cluster-1453.0	0	3	5	3
Cluster-1454.0	0	5	9	2
Cluster-1455.0	0	4	4	3
Cluster-1456.0	0	4	10	5
Cluster-1457.0	0	1	6	6
Cluster-1458.0	0	2	8	1
Cluster-1459.0	0	4	6	5
Cluster-1460.0	0	6	5	6
Cluster-1461.0	0	2	3	6
Cluster-1462.0	0	2	6	6
Cluster-1463.0	0	8	1	7
Cluster-1464.0	0	3	1	3
Cluster-1464.1	3	4	2	6
Cluster-1465.0	0	5	6	2
Cluster-1466.0	0	4	7	8
Cluster-1467.0	0	2	4	4
Cluster-1467.1	1	0	4	6
Cluster-1468.0	1	5	4	11
Cluster-1469.0	0	3	3	5
Cluster-1470.0	0	4	4	3
Cluster-1471.0	0	6	2	6
Cluster-1472.0	0	5	5	3
Cluster-1473.0	0	6	2	3
Cluster-1474.0	0	12	0	0
Cluster-1475.0	0	16	0	0
Cluster-1476.0	0	3	8	2
Cluster-1477.0	0	4	6	1
Cluster-1478.0	0	4	6	1
Cluster-1479.0	0	2	8	2
Cluster-1480.0	0	2	7	4
Cluster-1481.0	0	2	7	3
Cluster-1482.0	2	6	9	9
Cluster-1482.1	0	2	10	7
Cluster-1483.0	0	3	5	3
Cluster-1484.0	0	2	8	5
Cluster-1485.0	0	3	3	8
Cluster-1486.0	0	9	4	3
Cluster-1487.0	0	8	3	1
Cluster-1488.0	0	3	9	2
Cluster-1489.0	0	3	4	4
Cluster-1490.0	0	5	9	1
Cluster-1491.0	0	10	5	3
Cluster-1492.0	0	3	5	7
Cluster-1493.0	0	1	5	5
Cluster-1494.0	0	2	8	4
Cluster-1495.0	0	2	5	6
Cluster-1496.0	0	5	3	3
Cluster-1497.0	0	1	6	8
Cluster-1498.0	0	1	6	4
Cluster-1499.0	0	3	8	2
Cluster-1500.0	0	7	9	4
Cluster-1501.0	0	6	3	14
Cluster-1502.0	0	4	3	4
Cluster-1503.0	7	19	10	19
Cluster-1504.0	0	1	45	27
Cluster-1505.0	0	4	7	3
Cluster-1506.0	0	2	10	6
Cluster-1507.0	0	1	6	7
Cluster-1508.0	0	3	4	4
Cluster-1509.0	0	4	4	4
Cluster-1510.0	0	3	8	3
Cluster-1511.0	0	6	2	4
Cluster-1512.0	7	13	13	7
Cluster-1513.0	0	8	8	9
Cluster-1514.0	1	8	14	8
Cluster-1515.0	0	5	5	4
Cluster-1516.0	0	4	3	6
Cluster-1516.1	8	23	8	15
Cluster-1517.0	0	7	2	2
Cluster-1518.0	0	5	3	3
Cluster-1519.0	0	4	8	4
Cluster-1520.0	0	6	3	2
Cluster-1521.0	0	3	6	2
Cluster-1522.0	0	5	5	6
Cluster-1523.0	0	3	10	10
Cluster-1524.0	0	5	4	2
Cluster-1525.0	0	3	9	4
Cluster-1526.0	0	2	5	4
Cluster-1527.0	0	7	4	3
Cluster-1528.0	0	23	0	5
Cluster-1529.0	0	3	3	1
Cluster-1529.1	2	2	3	4
Cluster-1530.0	1	3	11	7
Cluster-1531.0	0	3	5	4
Cluster-1532.0	0	4	5	3
Cluster-1533.0	0	3	4	4
Cluster-1534.0	0	3	7	7
Cluster-1535.0	0	3	6	7
Cluster-1536.0	0	5	3	3
Cluster-1537.0	0	3	6	5
Cluster-1538.0	0	4	4	4
Cluster-1539.0	0	5	7	9
Cluster-1540.0	0	3	6	3
Cluster-1541.0	0	4	9	10
Cluster-1542.0	0	7	13	13
Cluster-1543.0	0	5	2	7
Cluster-1544.0	0	10	6	3
Cluster-1545.0	0	10	1	0
Cluster-1546.0	0	3	5	4
Cluster-1547.0	0	1	6	4
Cluster-1548.0	0	3	3	8
Cluster-1549.0	0	2	7	5
Cluster-1550.0	0	8	8	9
Cluster-1551.0	2	7	15	17
